,Unnamed: 0,genre_ids,id,original_language,popularity,release_date,vote_average,vote_count,tconst,primary_title,start_year,runtime_minutes,G1,G2,G3,id_budg,release_date_budg,production_budget,domestic_gross,worldwide_gross,release_month
Lost River,14535,"[14, 53, 18]",167810,en,7.029,2015-04-10,5.8,352,tt2366608,Lost River,2014.0,95.0,Drama,Fantasy,Mystery,60,"Apr 7, 2015",2000000,45431,2009644,4
Lottery Ticket,264,[35],41382,en,7.699,2010-08-20,5.7,92,tt0979434,Lottery Ticket,2010.0,99.0,Comedy,,,90,"Aug 20, 2010",17000000,24719879,24719879,8
Love Ranch,372,[18],39845,en,6.185,2010-06-30,6.1,28,tt1125929,Love Ranch,2010.0,117.0,Biography,Comedy,Drama,19,"Jun 30, 2010",25000000,137885,146149,6
Love in the Time of Monsters,13948,"[27, 35]",189711,en,0.6,2014-03-08,5.0,2,tt2403415,Love in the Time of Monsters,2014.0,97.0,Comedy,Horror,,81,"Feb 10, 2015",500000,0,0,3
Love the Coopers,14417,"[35, 10751, 18]",333348,en,8.261000000000001,2015-11-13,5.8,384,tt2279339,Love the Coopers,2015.0,107.0,Comedy,Fantasy,Romance,98,"Nov 13, 2015",18000000,26302731,42227490,11
"Love, Simon",23970,"[35, 18, 10749]",449176,en,15.607999999999999,2018-03-16,8.2,3165,tt5164432,"Love, Simon",2018.0,110.0,Comedy,Drama,Romance,57,"Mar 16, 2018",10000000,40826341,65520633,3
Lovesick,11657,"[10749, 35]",319389,en,4.775,2014-04-24,5.0,44,tt10308134,Lovesick,2019.0,4.0,Comedy,Drama,,33,"Feb 18, 1983",10100000,10143618,10143618,4
Lovesick,11657,"[10749, 35]",319389,en,4.775,2014-04-24,5.0,44,tt2404299,Lovesick,2014.0,85.0,Comedy,Romance,,33,"Feb 18, 1983",10100000,10143618,10143618,4
Lovesick,11657,"[10749, 35]",319389,en,4.775,2014-04-24,5.0,44,tt4996022,Lovesick,2016.0,93.0,Drama,Romance,,33,"Feb 18, 1983",10100000,10143618,10143618,4
Loving,17677,"[10749, 18]",339419,en,8.506,2016-11-04,6.7,529,tt4669986,Loving,2016.0,123.0,Biography,Drama,Romance,92,"Nov 4, 2016",9000000,7710234,12898064,11
Lowriders,18067,[18],333384,en,4.958,2017-05-12,6.5,46,tt1366338,Lowriders,2016.0,98.0,Adventure,Crime,Drama,35,"May 12, 2017",916000,6179955,6188421,5
Lucky Dog,13217,[],277607,en,0.628,2014-01-01,4.0,1,tt3149360,Lucky Dog,2014.0,88.0,Family,,,92,"Dec 31, 2014",2000000,0,0,1
Lucy,11068,"[28, 878]",240832,en,16.73,2014-07-25,6.3,10019,tt2872732,Lucy,2014.0,89.0,Action,Sci-Fi,Thriller,83,"Jul 25, 2014",40000000,126573960,457507776,7
Lucy,11068,"[28, 878]",240832,en,16.73,2014-07-25,6.3,10019,tt5313474,Lucy,2016.0,9.0,Animation,Documentary,,83,"Jul 25, 2014",40000000,126573960,457507776,7
Lucy,11068,"[28, 878]",240832,en,16.73,2014-07-25,6.3,10019,tt6142034,Lucy,2016.0,40.0,Documentary,,,83,"Jul 25, 2014",40000000,126573960,457507776,7
MacGruber,268,"[28, 12, 35]",37931,en,7.666,2010-05-21,5.3,270,tt1470023,MacGruber,2010.0,90.0,Action,Comedy,Romance,42,"May 21, 2010",10000000,8525600,8629895,5
Machete,69,"[28, 35, 53]",23631,en,12.557,2010-09-03,6.3,1862,tt0985694,Machete,2010.0,105.0,Action,Crime,Thriller,18,"Sep 3, 2010",12500000,26593646,46370970,9
Machete Kills,8012,"[28, 80, 53]",106747,en,10.36,2013-10-11,5.5,1079,tt2002718,Machete Kills,2013.0,107.0,Action,Crime,Sci-Fi,58,"Oct 11, 2013",20000000,8008161,18273009,10
Machine Gun Preacher,2666,"[28, 53, 80]",45610,en,9.12,2011-09-23,6.5,477,tt1586752,Machine Gun Preacher,2011.0,129.0,Action,Biography,Crime,99,"Sep 23, 2011",30000000,538690,3721988,9
Mad Max: Fury Road,14177,"[28, 12, 878]",76341,en,28.099,2015-05-15,7.4,14454,tt1392190,Mad Max: Fury Road,2015.0,120.0,Action,Adventure,Sci-Fi,75,"May 15, 2015",150000000,153636354,370098020,5
Madagascar 3: Europe's Most Wanted,5196,"[16, 10751, 35]",80321,en,18.705,2012-06-08,6.5,3380,tt1277953,Madagascar 3: Europe's Most Wanted,2012.0,93.0,Adventure,Animation,Comedy,97,"Jun 8, 2012",145000000,216391482,746921271,6
Made in Dagenham,293,"[35, 18, 36]",46138,en,7.275,2010-11-19,6.6,150,tt1371155,Made in Dagenham,2010.0,113.0,Biography,Comedy,Drama,14,"Nov 19, 2010",8000000,1095369,15644196,11
Madea's Big Happy Family,2658,"[35, 18]",51017,en,9.392999999999999,2011-04-22,6.7,71,tt1787759,Madea's Big Happy Family,2011.0,106.0,Comedy,Drama,,92,"Apr 22, 2011",25000000,53345287,54160818,4
Maggie,14260,"[27, 18, 9648]",287424,en,13.0,2015-05-08,5.3,958,tt1881002,Maggie,2015.0,95.0,Drama,Horror,,47,"May 8, 2015",4500000,187112,1027760,5
Maggie,14260,"[27, 18, 9648]",287424,en,13.0,2015-05-08,5.3,958,tt9000062,Maggie,2018.0,88.0,Drama,,,47,"May 8, 2015",4500000,187112,1027760,5
Magic Mike,5241,"[18, 35]",77930,en,13.7,2012-06-29,6.1,1850,tt1915581,Magic Mike,2012.0,110.0,Comedy,Drama,,88,"Jun 29, 2012",7000000,113721571,170549753,6
Magic Mike XXL,14394,"[35, 18]",264999,en,8.681000000000001,2015-07-01,6.2,1110,tt2268016,Magic Mike XXL,2015.0,115.0,Comedy,Drama,Music,66,"Jul 1, 2015",14500000,66013057,123660597,7
Maleficent,11054,"[14, 12, 28, 10751, 10749]",102651,en,19.274,2014-05-30,7.0,8143,tt1587310,Maleficent,2014.0,97.0,Action,Adventure,Family,84,"May 30, 2014",180000000,241407328,758536735,5
Mama,7973,[27],132232,en,11.982999999999999,2013-01-18,6.1,2421,tt1805319,Mama,2010.0,50.0,Drama,,,9,"Jan 18, 2013",15000000,71628180,148095566,1
Mama,7973,[27],132232,en,11.982999999999999,2013-01-18,6.1,2421,tt1868050,Mama,2010.0,71.0,Drama,,,9,"Jan 18, 2013",15000000,71628180,148095566,1
Mama,7973,[27],132232,en,11.982999999999999,2013-01-18,6.1,2421,tt2023587,Mama,2013.0,100.0,Horror,Thriller,,9,"Jan 18, 2013",15000000,71628180,148095566,1
Mama,7973,[27],132232,en,11.982999999999999,2013-01-18,6.1,2421,tt3843072,Mama,2011.0,110.0,Drama,,,9,"Jan 18, 2013",15000000,71628180,148095566,1
Mama,7973,[27],132232,en,11.982999999999999,2013-01-18,6.1,2421,tt5437970,Mama,2016.0,90.0,Drama,,,9,"Jan 18, 2013",15000000,71628180,148095566,1
Mama,7973,[27],132232,en,11.982999999999999,2013-01-18,6.1,2421,tt7514806,Mama,2017.0,89.0,Documentary,,,9,"Jan 18, 2013",15000000,71628180,148095566,1
Mama,7973,[27],132232,en,11.982999999999999,2013-01-18,6.1,2421,tt8323598,Mama,2017.0,86.18724706088021,Drama,,,9,"Jan 18, 2013",15000000,71628180,148095566,1
Man of Steel,7885,"[28, 12, 14, 878]",49521,en,27.666999999999998,2013-06-14,6.5,9758,tt0770828,Man of Steel,2013.0,143.0,Action,Adventure,Sci-Fi,29,"Jun 14, 2013",225000000,291045518,667999518,6
Man on a Ledge,5283,"[28, 53, 80]",49527,en,11.263,2012-01-27,6.3,1460,tt1568338,Man on a Ledge,2012.0,102.0,Action,Adventure,Crime,64,"Jan 27, 2012",42000000,18620000,49621440,1
Manchester by the Sea,17436,[18],334541,en,16.637999999999998,2016-11-18,7.5,3176,tt4034228,Manchester by the Sea,2016.0,137.0,Drama,,,30,"Nov 18, 2016",8500000,47695371,77733867,11
Mandela: Long Walk to Freedom,8102,"[18, 36]",192136,en,8.262,2013-12-25,6.9,319,tt2304771,Mandela: Long Walk to Freedom,2013.0,141.0,Biography,Drama,History,35,"Nov 29, 2013",35000000,8323085,29890402,12
Mandy,20499,[18],499658,en,0.6,2016-01-24,3.5,2,tt4995858,Mandy,2016.0,113.0,Drama,Thriller,,71,"Sep 14, 2018",6000000,1214525,1427656,1
Mandy,20499,[18],499658,en,0.6,2016-01-24,3.5,2,tt6998518,Mandy,2018.0,121.0,Action,Fantasy,Horror,71,"Sep 14, 2018",6000000,1214525,1427656,1
Manglehorn,14473,[18],254905,en,7.6610000000000005,2015-06-19,5.4,94,tt2893490,Manglehorn,2014.0,97.0,Drama,,,41,"Jun 19, 2015",4000000,132270,797439,6
Maniac,3650,[53],377765,fr,1.492,2011-10-31,6.1,9,tt2069843,Maniac,2011.0,160.0,Action,Horror,Thriller,28,"Jan 1, 1980",350000,10000000,10000000,10
Maniac,3650,[53],377765,fr,1.492,2011-10-31,6.1,9,tt2103217,Maniac,2012.0,89.0,Horror,Thriller,,28,"Jan 1, 1980",350000,10000000,10000000,10
Margaret,2689,[18],44754,en,8.747,2011-09-30,6.3,138,tt0466893,Margaret,2011.0,150.0,Drama,,,27,"Sep 30, 2011",14000000,47185,623292,9
Margin Call,2654,"[53, 18]",50839,en,9.498,2011-10-21,6.8,856,tt1615147,Margin Call,2011.0,107.0,Drama,Thriller,,37,"Oct 21, 2011",3400000,5353586,20433227,10
Marmaduke,205,"[10751, 35]",38579,en,8.487,2010-06-04,5.1,367,tt1392197,Marmaduke,2010.0,87.0,Comedy,Family,,59,"Jun 4, 2010",50000000,33644788,89895930,6
Mars Needs Moms,2682,"[12, 16, 10751]",50321,en,8.852,2011-03-11,5.7,299,tt1305591,Mars Needs Moms,2011.0,88.0,Adventure,Animation,Family,94,"Mar 11, 2011",150000000,21392758,39549758,3
Marshall,21033,[18],392982,en,7.879,2017-10-13,7.3,257,tt5301662,Marshall,2017.0,118.0,Biography,Crime,Drama,7,"Oct 13, 2017",12000000,10051659,10116816,10
Martha Marcy May Marlene,2656,"[18, 53]",50837,en,9.477,2011-10-21,6.7,413,tt1441326,Martha Marcy May Marlene,2011.0,102.0,Drama,Mystery,Thriller,42,"Oct 21, 2011",1000000,2981038,5438911,10
Mary Poppins Returns,23839,"[14, 10751, 35]",400650,en,30.419,2018-12-19,6.6,1457,tt5028340,Mary Poppins Returns,2018.0,130.0,Comedy,Family,Fantasy,45,"Dec 19, 2018",130000000,171958438,341528518,12
Mary Queen of Scots,23956,"[18, 36]",457136,en,16.115,2018-12-07,6.6,592,tt1555069,Mary Queen of Scots,2013.0,119.0,Biography,Drama,History,60,"Dec 7, 2018",25000000,16468499,46734733,12
Mary Queen of Scots,23956,"[18, 36]",457136,en,16.115,2018-12-07,6.6,592,tt2328900,Mary Queen of Scots,2018.0,124.0,Biography,Drama,History,60,"Dec 7, 2018",25000000,16468499,46734733,12
Max,14462,"[12, 18, 10751]",272878,en,7.766,2015-06-26,6.8,407,tt1830712,Max,2010.0,52.0,Biography,Comedy,Documentary,36,"Jun 26, 2015",20000000,42656255,43658157,6
Max,14462,"[12, 18, 10751]",272878,en,7.766,2015-06-26,6.8,407,tt2390281,Max,2012.0,83.0,Comedy,,,36,"Jun 26, 2015",20000000,42656255,43658157,6
Max,14462,"[12, 18, 10751]",272878,en,7.766,2015-06-26,6.8,407,tt3369806,Max,2015.0,111.0,Adventure,Drama,Family,36,"Jun 26, 2015",20000000,42656255,43658157,6
Max Steel,17648,"[28, 12, 878]",286567,en,8.88,2016-10-14,5.2,383,tt1472584,Max Steel,2016.0,92.0,Action,Adventure,Family,68,"Oct 14, 2016",10000000,3818664,4563080,10
Maze Runner: The Death Cure,23875,"[28, 878]",336843,en,23.166,2018-01-26,7.0,3894,tt4500922,The Death Cure,2018.0,143.0,Action,Sci-Fi,Thriller,40,"Jan 26, 2018",61000000,58032443,265878536,1
Maze Runner: The Scorch Trials,14218,"[28, 878, 53]",294254,en,17.31,2015-09-18,6.6,6365,tt4046784,Maze Runner: The Scorch Trials,2015.0,131.0,Action,Sci-Fi,Thriller,38,"Sep 18, 2015",61000000,81697192,310566162,9
"McFarland, USA",14426,[18],228203,en,8.197000000000001,2015-02-20,7.3,358,tt2097298,"McFarland, USA",2015.0,129.0,Biography,Drama,Sport,80,"Feb 20, 2015",17000000,44480275,45707924,2
Me Before You,17431,"[18, 10749]",296096,en,16.917,2016-06-03,7.7,5939,tt2674426,Me Before You,2016.0,106.0,Drama,Romance,,20,"Jun 3, 2016",20000000,56245075,208265198,6
Me and Earl and the Dying Girl,14395,"[35, 18]",308369,en,8.677,2015-06-12,7.6,1570,tt2582496,Me and Earl and the Dying Girl,2015.0,105.0,Comedy,Drama,Romance,100,"Jun 12, 2015",8000000,6758416,9266180,6
Mechanic: Resurrection,17441,"[28, 80, 53]",278924,en,16.302,2016-08-26,5.6,1929,tt3522806,Mechanic: Resurrection,2016.0,98.0,Action,Adventure,Thriller,94,"Aug 26, 2016",40000000,21218403,109738840,8
Meek's Cutoff,290,"[18, 37]",57120,en,7.309,2010-10-08,6.5,113,tt1518812,Meek's Cutoff,2010.0,104.0,Drama,Western,,40,"Apr 8, 2011",2000000,977772,1869928,10
Meet the Blacks,17929,"[35, 27]",377587,en,6.131,2016-04-01,4.4,139,tt4191580,Meet the Blacks,2016.0,94.0,Comedy,Horror,,39,"Apr 1, 2016",900000,9097072,9097072,4
Megamind,9,"[16, 28, 35, 10751, 878]",38055,en,22.855,2010-11-04,6.8,3635,tt1001526,Megamind,2010.0,95.0,Action,Animation,Comedy,47,"Nov 5, 2010",130000000,148415853,321887208,11
Melancholia,2592,"[18, 878]",62215,da,11.123,2011-11-11,7.1,1642,tt1527186,Melancholia,2011.0,135.0,Drama,Sci-Fi,,62,"Nov 11, 2011",9400000,3030848,21817298,11
Melancholia,2592,"[18, 878]",62215,da,11.123,2011-11-11,7.1,1642,tt7592248,Melancholia,2018.0,86.18724706088021,Documentary,,,62,"Nov 11, 2011",9400000,3030848,21817298,11
Men in Black 3,5183,"[28, 35, 878]",41154,en,26.176,2012-05-25,6.4,6398,tt1409024,Men in Black 3,2012.0,106.0,Action,Adventure,Comedy,35,"May 25, 2012",215000000,179020854,654213485,5
Middle School: The Worst Years of My Life,17678,"[10751, 35]",369883,en,8.479,2016-10-07,7.0,190,tt4981636,Middle School: The Worst Years of My Life,2016.0,92.0,Comedy,Family,,39,"Oct 7, 2016",8500000,20007149,23311293,10
Middle of Nowhere,504,"[35, 18]",19688,en,4.046,2010-07-13,5.9,35,tt1211890,Middle of Nowhere,2012.0,97.0,Drama,,,23,"Oct 12, 2012",200000,236806,236806,7
Midnight Special,17669,"[12, 18, 878]",245703,en,8.652999999999999,2016-03-18,6.3,1105,tt2649554,Midnight Special,2016.0,112.0,Action,Drama,Mystery,35,"Mar 18, 2016",18000000,3712282,7680250,3
Midnight in Paris,2539,"[14, 35, 10749]",59436,en,13.171,2011-05-20,7.5,3965,tt10340148,Midnight in Paris,2019.0,75.0,Comedy,Documentary,Drama,83,"May 20, 2011",30000000,56816662,162502774,5
Midnight in Paris,2539,"[14, 35, 10749]",59436,en,13.171,2011-05-20,7.5,3965,tt1605783,Midnight in Paris,2011.0,94.0,Comedy,Fantasy,Romance,83,"May 20, 2011",30000000,56816662,162502774,5
Mike and Dave Need Wedding Dates,17518,[35],316023,en,11.675999999999998,2016-07-08,6.0,1552,tt2823054,Mike and Dave Need Wedding Dates,2016.0,98.0,Adventure,Comedy,Romance,73,"Jul 8, 2016",33000000,46009673,75898100,7
Mile 22,23891,[28],347375,en,21.246,2018-08-17,6.0,920,tt4560436,Mile 22,2018.0,94.0,Action,Adventure,Thriller,78,"Aug 17, 2018",35000000,36108758,66295121,8
Milk,15595,[99],463568,en,1.4,2015-09-25,5.0,1,tt4418698,Milk,2015.0,91.0,Documentary,Family,,63,"Nov 26, 2008",20000000,31841299,57293371,9
Million Dollar Arm,11326,[18],198185,en,7.771,2014-05-16,6.8,353,tt1647668,Million Dollar Arm,2014.0,124.0,Biography,Drama,Sport,17,"May 16, 2014",25000000,36447959,39217912,5
Minions,14351,"[10751, 16, 12, 35]",211672,en,9.338,2015-07-10,6.4,7343,tt2293640,Minions,2015.0,91.0,Adventure,Animation,Comedy,73,"Jul 10, 2015",74000000,336045770,1160336173,7
Miracles from Heaven,17571,[18],339984,en,10.078,2016-03-18,7.1,478,tt4257926,Miracles from Heaven,2016.0,109.0,Biography,Drama,Family,50,"Mar 16, 2016",13000000,61705123,73798736,3
Mirror Mirror,5247,"[12, 35, 18, 10751, 14]",62764,en,13.220999999999998,2012-03-30,5.8,2099,tt1667353,Mirror Mirror,2012.0,106.0,Adventure,Comedy,Drama,7,"Mar 30, 2012",85000000,64935167,173613482,3
Misconduct,17785,"[18, 53, 9648]",373314,en,7.2989999999999995,2016-02-05,5.5,301,tt3658772,Misconduct,2016.0,106.0,Crime,Drama,Mystery,15,"Feb 5, 2016",11000000,0,2352511,2
Miss Bala,2625,"[18, 28]",77635,es,10.128,2011-10-01,6.3,50,tt1911600,Miss Bala,2011.0,113.0,Crime,Drama,Thriller,81,"Feb 1, 2019",15000000,14998027,15362298,10
Miss Bala,2625,"[18, 28]",77635,es,10.128,2011-10-01,6.3,50,tt5941692,Miss Bala,2019.0,104.0,Action,Crime,Drama,81,"Feb 1, 2019",15000000,14998027,15362298,10
Miss Julie,11359,[18],230266,en,7.422999999999999,2014-10-09,5.8,77,tt2667960,Miss Julie,2014.0,129.0,Drama,Romance,,33,"May 5, 2015",5500000,0,863895,10
Miss Sloane,17498,"[18, 53]",376290,en,12.215,2016-11-25,7.4,912,tt4540710,Miss Sloane,2016.0,132.0,Drama,Thriller,,36,"Nov 25, 2016",18000000,3500605,7719630,11
Moana,15295,[99],94727,en,1.96,2015-11-13,6.5,16,tt3521164,Moana,2016.0,107.0,Adventure,Animation,Comedy,62,"Nov 23, 2016",150000000,248757044,637517365,11
Molly,25825,"[28, 878]",448764,en,1.4,2018-09-25,5.8,5,tt6522982,Molly,2017.0,91.0,Action,Sci-Fi,,81,"Oct 22, 1999",21000000,17396,17396,9
Molly,25825,"[28, 878]",448764,en,1.4,2018-09-25,5.8,5,tt6992054,Molly,2017.0,128.0,Biography,Documentary,Family,81,"Oct 22, 1999",21000000,17396,17396,9
Molly,25825,"[28, 878]",448764,en,1.4,2018-09-25,5.8,5,tt9411866,Molly,2020.0,86.18724706088021,Drama,,,81,"Oct 22, 1999",21000000,17396,17396,9
Mommy,11142,[18],265177,en,11.095,2014-08-29,8.3,1399,tt3612616,Mommy,2014.0,139.0,Drama,,,1,"Jan 23, 2015",4900000,3498695,17536004,8
Mommy,11142,[18],265177,en,11.095,2014-08-29,8.3,1399,tt5152894,Mommy,2015.0,135.0,Drama,,,1,"Jan 23, 2015",4900000,3498695,17536004,8
Money Monster,17534,"[53, 18]",303858,en,11.134,2016-05-13,6.4,1859,tt2241351,Money Monster,2016.0,98.0,Crime,Drama,Thriller,98,"May 13, 2016",27000000,41012075,93466095,5
Moneyball,2505,[18],60308,en,15.392999999999999,2011-09-22,7.1,2255,tt1210166,Moneyball,2011.0,133.0,Biography,Drama,Sport,15,"Sep 23, 2011",50000000,75605492,111300835,9
Monster,2239,[],320063,en,0.6,2010-01-01,5.0,1,tt1617136,Monster,2010.0,85.0,Action,Adventure,Comedy,69,"Dec 24, 2003",5000000,34469210,64240813,1
Monster,2239,[],320063,en,0.6,2010-01-01,5.0,1,tt6840904,Monster,2018.0,90.0,Horror,,,69,"Dec 24, 2003",5000000,34469210,64240813,1
Monster,2239,[],320063,en,0.6,2010-01-01,5.0,1,tt8071360,Monster,2019.0,86.18724706088021,Drama,,,69,"Dec 24, 2003",5000000,34469210,64240813,1
Monster,2239,[],320063,en,0.6,2010-01-01,5.0,1,tt9077038,Monster,2019.0,139.0,Comedy,Drama,Family,69,"Dec 24, 2003",5000000,34469210,64240813,1
Monster,2239,[],320063,en,0.6,2010-01-01,5.0,1,tt9179232,Monster,2018.0,86.18724706088021,Sci-Fi,,,69,"Dec 24, 2003",5000000,34469210,64240813,1
Monster,2239,[],320063,en,0.6,2010-01-01,5.0,1,tt9252692,Monster,2018.0,86.0,Sci-Fi,Thriller,,69,"Dec 24, 2003",5000000,34469210,64240813,1
Monster Trucks,20948,"[28, 35, 878]",262841,en,8.827,2017-01-13,5.9,414,tt3095734,Monster Trucks,2016.0,104.0,Action,Adventure,Comedy,81,"Jan 13, 2017",125000000,33370166,61642798,1
Monsters,129,"[18, 53, 878]",43933,en,10.175,2010-10-29,6.2,848,tt1470827,Monsters,2010.0,94.0,Drama,Sci-Fi,Thriller,50,"Oct 29, 2010",500000,237301,5639730,10
Monsters,129,"[18, 53, 878]",43933,en,10.175,2010-10-29,6.2,848,tt2620288,Monsters,2013.0,45.0,Documentary,Drama,History,50,"Oct 29, 2010",500000,237301,5639730,10
Monsters,129,"[18, 53, 878]",43933,en,10.175,2010-10-29,6.2,848,tt8254042,Monsters,2018.0,97.0,Drama,Thriller,,50,"Oct 29, 2010",500000,237301,5639730,10
Monsters University,7892,"[16, 10751]",62211,en,20.33,2013-06-21,7.0,6362,tt1453405,Monsters University,2013.0,104.0,Adventure,Animation,Comedy,53,"Jun 21, 2013",200000000,268488329,743588329,6
Monte Carlo,2595,"[12, 35, 10749]",59860,en,11.017000000000001,2011-07-01,6.2,1193,tt1067774,Monte Carlo,2011.0,109.0,Adventure,Comedy,Family,84,"Jul 1, 2011",20000000,23186769,39686769,7
Moonlight,17447,[18],376867,en,15.948,2016-10-21,7.4,3893,tt4975722,Moonlight,2016.0,111.0,Drama,,,64,"Oct 21, 2016",1500000,27854931,65245512,10
Moonlight,17447,[18],376867,en,15.948,2016-10-21,7.4,3893,tt5934182,Moonlight,2011.0,87.0,Horror,,,64,"Oct 21, 2016",1500000,27854931,65245512,10
Moonrise Kingdom,5236,"[35, 18, 10749]",83666,en,14.085999999999999,2012-05-25,7.7,3023,tt1748122,Moonrise Kingdom,2012.0,94.0,Adventure,Comedy,Drama,33,"May 25, 2012",16000000,45512466,68848446,5
Morgan,6529,[18],151693,en,1.111,2012-01-07,6.7,12,tt1943765,Morgan,2012.0,89.0,Drama,Romance,,5,"Sep 2, 2016",8000000,3915251,7298786,1
Morgan,6529,[18],151693,en,1.111,2012-01-07,6.7,12,tt4520364,Morgan,2016.0,92.0,Action,Horror,Sci-Fi,5,"Sep 2, 2016",8000000,3915251,7298786,1
Morning Glory,113,"[35, 18, 10749]",38357,en,10.595,2010-11-10,6.3,717,tt1126618,Morning Glory,2010.0,107.0,Comedy,Drama,Romance,73,"Nov 10, 2010",40000000,31011732,59795070,11
Mortal Engines,23821,"[12, 14]",428078,en,40.095,2018-12-14,6.0,1751,tt1571234,Mortal Engines,2018.0,128.0,Action,Adventure,Fantasy,4,"Dec 14, 2018",100000000,15951040,85287417,12
Mortdecai,14257,"[35, 12]",210860,en,13.263,2015-01-23,5.4,1666,tt3045616,Mortdecai,2015.0,107.0,Action,Comedy,Crime,48,"Jan 23, 2015",60000000,7696134,30396134,1
Movie 43,7962,[35],87818,en,12.812999999999999,2013-01-25,4.4,1332,tt1333125,Movie 43,2013.0,94.0,Comedy,,,39,"Jan 25, 2013",10000000,8840453,31164747,1
Mr. Peabody & Sherman,11108,"[16, 12, 10751]",82703,en,12.812999999999999,2014-03-07,6.6,1357,tt0864835,Mr. Peabody & Sherman,2014.0,92.0,Adventure,Animation,Comedy,1,"Mar 7, 2014",145000000,111506430,269806430,3
Mr. Turner,11314,"[36, 18]",245700,en,7.8839999999999995,2014-12-19,6.5,301,tt2473794,Mr. Turner,2014.0,150.0,Biography,Drama,History,18,"Dec 19, 2014",14000000,3958546,25187026,12
Much Ado About Nothing,8328,[35],91739,en,5.952000000000001,2013-06-07,7.2,165,tt10332120,Much Ado About Nothing,2019.0,130.0,Drama,,,82,"May 7, 1993",8000000,22549338,22549338,6
Much Ado About Nothing,8328,[35],91739,en,5.952000000000001,2013-06-07,7.2,165,tt1748124,Much Ado About Nothing,2010.0,68.0,Comedy,Drama,Romance,82,"May 7, 1993",8000000,22549338,22549338,6
Much Ado About Nothing,8328,[35],91739,en,5.952000000000001,2013-06-07,7.2,165,tt2094064,Much Ado About Nothing,2012.0,109.0,Comedy,Drama,Romance,82,"May 7, 1993",8000000,22549338,22549338,6
Much Ado About Nothing,8328,[35],91739,en,5.952000000000001,2013-06-07,7.2,165,tt2651158,Much Ado About Nothing,2012.0,167.0,Comedy,Drama,,82,"May 7, 1993",8000000,22549338,22549338,6
Much Ado About Nothing,8328,[35],91739,en,5.952000000000001,2013-06-07,7.2,165,tt5569310,Much Ado About Nothing,2011.0,161.0,Comedy,Romance,,82,"May 7, 1993",8000000,22549338,22549338,6
Mud,7966,[18],103731,en,12.507,2013-05-10,7.0,1592,tt1935179,Mud,2012.0,130.0,Drama,,,98,"Apr 26, 2013",10000000,21590086,31556959,5
Muppets Most Wanted,11220,"[35, 12, 80, 10751]",145220,en,9.118,2014-03-21,6.2,473,tt2281587,Muppets Most Wanted,2014.0,107.0,Adventure,Comedy,Crime,20,"Mar 21, 2014",55000000,51178893,79312301,3
Murder on the Orient Express,20693,"[80, 18, 9648]",392044,en,15.937000000000001,2017-11-10,6.7,5406,tt3402236,Murder on the Orient Express,2017.0,114.0,Crime,Drama,Mystery,95,"Nov 10, 2017",55000000,102826543,345922730,11
Mustang,14490,[18],336804,tr,7.459,2015-11-20,8.0,755,tt3966404,Mustang,2015.0,97.0,Drama,,,21,"Nov 20, 2015",1400000,845464,5552584,11
My Big Fat Greek Wedding 2,17856,"[10749, 35, 10751]",302688,en,6.7139999999999995,2016-03-25,5.8,593,tt3760922,My Big Fat Greek Wedding 2,2016.0,94.0,Comedy,Romance,,77,"Mar 25, 2016",18000000,59689605,92096558,3
My Girlfriend's Boyfriend,478,[35],46198,en,4.378,2010-04-22,5.9,68,tt1447793,My Girlfriend's Boyfriend,2010.0,84.0,Comedy,Romance,,26,"May 1, 2010",1400000,0,0,4
My Last Day Without You,3457,"[35, 18, 10749]",96534,de,2.0069999999999997,2011-06-11,5.8,5,tt1679248,My Last Day Without You,2011.0,90.0,Comedy,Drama,Romance,15,"Oct 4, 2013",1000000,0,0,6
My Soul to Take,143,"[18, 27, 9648, 53]",43931,en,9.808,2010-10-08,5.4,247,tt0872230,My Soul to Take,2010.0,107.0,Horror,Mystery,Thriller,68,"Oct 8, 2010",25000000,14744435,16727470,10
My Week with Marilyn,2564,[18],75900,en,12.081,2011-11-23,6.7,741,tt1655420,My Week with Marilyn,2011.0,99.0,Biography,Drama,,22,"Nov 23, 2011",10000000,14597405,34240572,11
